"model_name","intercept","slope","Std_Error_slope","p_value_slope","Std_Error_intercept","p_value_intercept"
"SS3m_July_sediment_NO3",16.0272910210519,0.0271625369315586,0.00321174121722363,2.67652241430861e-07,3.56825525272834,0.00036988625303419
"BW10m_July_sediment_NO3",4.52670986912528,0.0172657323444679,0.00142227960040552,1.73996958912126e-09,1.58015740115652,0.0112333493504056
"BW0.5m_July_sediment_NH3",0.290041228586837,0.0714005302474459,0.0023662747406502,1.56571629603621e-15,2.28131621301032,0.900415547065728
"BW3m_July_sediment_NH3",2.14391167759346,0.0489992474501612,0.00453767855126836,9.33867070576092e-09,4.37475812533638,0.630740481433034
"SS3m_July_sediment_NH3",12.7422494275356,0.0977675342995731,0.00535198197428354,3.85020317757272e-12,5.15982486730053,0.0251693807017394
"BW0.5m_July_biofilm_NO3",0.0203403197750469,0.000120637032815315,1.85339176446595e-05,9.8750325660383e-06,0.0211643483108336,0.351756712819978
"BW10m_July_sediment_NH3",-3.34393840887576,0.0803763945613623,0.00533788017808267,7.21293091477657e-11,5.14622938079469,0.525051626019124
"BW0.5m_July_biofilm_NH3",0.0310971226090373,0.00012290438316172,1.54867763298692e-05,2.44116039728965e-06,0.0130205839919137,0.0327948083068335
"BW3m_June_sediment_NO3",0.288750175393732,-0.00184978677818744,0.00137301781961125,0.196673732484686,1.12305417575821,0.800369855658896
"BW0.5m_June_sediment_NO3",-2.08281650021067,0.00366102441756732,0.00123792004282714,0.00926669456781161,1.0125515149872,0.056370241870956
"BW0.5m_June_sediment_NH3",3.91508574365129,0.0477899281736901,0.00217143191394933,2.17754753179112e-13,1.94838005188348,0.0616721013107128
"BW3m_June_sediment_NH3",3.76171227892134,0.0459635078309072,0.00153559053830194,1.7773347333644e-15,1.37785299804631,0.0148272193042029
"SS3m_June_sediment_NH3",11.8272503417282,0.0748182097851206,0.0039501953961183,2.21126518170597e-12,3.54442700293594,0.0041815581429796
"SS3m_June_sediment_NO3",6.74604205399029,0.0179261602237191,0.00526094280198394,0.00360342064719364,4.30316613360926,0.136515313078845
"BW10m_June_sediment_NO3",1.13632612464381,0.00484251788071144,0.0011816988232536,0.000950240267226647,0.994114908627939,0.270932872313055
"BW0.5m_June_biofilm_NH3",0.131339494422615,0.000322285701270808,3.88585702965763e-05,3.46227843524798e-07,0.0348669754387372,0.00168660621452486
"BW10m_June_sediment_NH3",3.68513656403761,0.0367231305761379,0.0010481192355968,1.48286556829487e-16,0.940455280920143,0.00122519532390209
"BW0.5m_June_biofilm_NO3",0.102518784143454,0.000261023715172762,3.03963521345986e-05,2.18583145555342e-07,0.0248625689375563,0.000796474961155644
"BW3m_May_sediment_NO3",2.50034610202233,0.0100228582704195,0.00362891928634747,0.0138887861582279,2.37130852826947,0.307355508524525
"BW0.5m_May_sediment_NO3",5.04394802256951,0.0132242518118889,0.0148296276697677,0.38759944223424,9.17595661546391,0.591192452003706
"SS3m_May_sediment_NO3",-2.24830642435413,0.0319931198529052,0.0100159335553198,0.00564583539217182,6.54488755031404,0.735679069759833
"BW3m_May_sediment_NH3",7.58632182582173,0.0267909409237454,0.00465785578053737,2.97327559502351e-05,2.71982675617555,0.0131287581751895
"SS3m_May_sediment_NH3",12.3953858735769,0.0287824894148323,0.0047720606162926,1.74541184784662e-05,2.7865135285032,0.00040456352400972
"BW0.5m_May_biofilm_NO3",0.133261377917743,0.000261859244211264,4.10591511422551e-05,3.51718048188979e-05,0.030362745754712,0.000882289943454945
"BW10m_May_sediment_NH3",3.97692576186193,0.0296740199811772,0.00274079928904531,8.99645011790163e-09,1.60041435177118,0.0244021698483056
"BW10m_May_sediment_NO3",1.10590019088985,0.0101479173912709,0.0011531593673152,1.57633710912546e-07,0.753529198749594,0.161587773352058
"BW0.5m_May_sediment_NH3",29.9946747274785,0.091974539692509,0.0223203965614834,0.00103937984246358,13.1656194630459,0.0389203599248607
"BW0.5m_May_biofilm_NH3",0.127859976082759,0.000291450845683861,7.22072016664902e-05,0.000956199557785739,0.042163409159574,0.00792350823848098
